data,idle_time%,interrupt_time%,priviledged_time%,processor_time%,user_time%,Interrupt/sec,state
05/25/2022 07:26:50.863,96.53273947,0,0,0,0,143.401021,idle
05/25/2022 07:45:06.058,89.71696297,0,1.250168873,4.987165666,3.750506618,666.0808597,idle
05/25/2022 07:45:11.057,90.06916944,0,2.813152257,4.977968192,2.188007311,420.1324089,idle
05/25/2022 07:45:16.052,92.08916056,0,1.876995772,3.02188511,1.251330515,579.0093378,idle
05/25/2022 07:45:21.051,95.1611786,0,0,0,0,374.8535366,idle
05/25/2022 07:45:26.050,92.87782562,0,0.625148198,2.476881169,1.875444593,457.7105279,idle
05/25/2022 07:45:31.049,95.37716105,0,0,0.289141734,0.312573223,317.6716604,idle
05/25/2022 07:45:36.048,95.39796341,0,0,0.289347186,0,370.4458982,idle
05/25/2022 07:45:41.062,95.82741634,0,0,0,0,282.2081859,idle
05/25/2022 07:45:46.061,95.29113047,0,0,0,0,296.23319,idle
05/25/2022 07:45:51.060,94.2526545,0,0.937720833,1.539312508,0.625147222,330.7170672,idle
